Academy Close						0		
Shakespeare Street	1	5	20			1	Named after HBC contractor Noah Shakespeare, not the poet and author of the same name. He was also Mayor of Victoria in 1882.	Humphreys, Danda. On the Street Where You Live: Pioneer Pathways of Early Victoria. Surrey: Heritage House, 1999.
Shasta Place						0		
Shelbourne Street						0		
Sherk Street						0		
Shotbolt Road	1	5	21			1	After Thomas Shotbolt who arrived in Victoria in 1862. Shotbolt was a renowned pharmacist in the Victoria area and operated his business on Johnson Street near Government.	https://victoriaheritagefoundation.ca/Neighbourhoods/gonzaleshistory.html
Simcoe Street						0		
Sitkum Road						0		
Skinner Street	1	5	22			1	After Thomas James Skinner, who moved to Vancouver Island from England in 1853 to start Constance Cove Farm for the HBC (Located near the modern day HMCS Naden base). In 1865 he was elected to he first Legislative Assembly of Vancouver Island.	
Slater Place						0		
Slater Street						0		
Somenos Street						0		
Somerset Street						0		
Songhees Road						0		
South Turner Street						0		
Southgate Street	1	5	20			1	In honour of Joseph J. Southgate, politician, businessman, real estate speculator and builder. He helped organize Victoria's first fire department. He was part of the provicial legislature and heavliy petitioned for a ferry service to link Victoria with San Fransisco.	
Speed Avenue						0		
Spring Road						0		
Springfield Street						0		
Spruce Avenue						0		
St Andrews Street						0		
St Charles Street	6	5	23			1	After Charles Vereydhen, a Parisienne architect who arrived in Victoria in 1858 via San Fransisco.	
St Francis Wood						0		
St James Street						0		
St Lawrence Street						0		
Stadacona Avenue						0		
Stanley Avenue						0		
Stannard Avenue						0		
Steele Street						0		
Stelly Street						0		
Stevenson Place						0		
Store Street						0		
Stroud Road						0		
Styles Street						0		
Suffolk Street						0		
Sumas Street						0		
Summit Avenue						0		
Sunnyside Avenue						0		
Superior Street						0		
Sutlej Street	1	6				1	After a Cressey-class armoured cruiser of the Royal Navy. She spent WWI providing escort duties along the Iberian coast. Sutlej is referenced from the Sutlej River in India.	
Swift Street						0		
Sylvia Street						0		
Taunton Street						0		
Terrace Avenue						0		
The Rise						0		
Thetis Lane						0		
Thurlow Road						0		
Tolmie Place						0		
Topaz Avenue	1	6				1	After a Liffey-class wooden frigate HMS Topaze of the Royal Navy.  She assisted in the construction of the Race Rocks lighthouse (completed in 1860), and spent the rest of her serviceable career providing support throughout the Juan de Fuca Straight.	
Toronto Street						0		
Tovido Lane						0		
Trent Street						0		
Trounce Alley	1	5	23			1	After pioneer architect Thomas Trounce, who was responsible for the many buildings in downtown Victoria, including: the Counting House (636 Broughton), King Edward Hotel (631 Yates Street), and the Exchange Building (1210 - 1216 Broad Street).	
Trutch Street	1	5	5			1	After Sir Joseph William Trutch, a Liutenenant Governor of BC who helped secure the province's entry into Confederation in 1871. He is also on record as being aggresively hostlile towards Native land claims.	
Turner Street						0		
Tyee Road						0		
Vancouver Street	1	5	4			1	Commemorates the man who named Vancouver Island. George Vancouver was a British officer in the Royal Navy best known for his 1791-1795 expedition where he charted North America's Pacific Coast.	https://en.wikipedia.org/wiki/George_Vancouver Humphreys, Danda. On the Street Where You Live: Pioneer Pathways of Early Victoria. Surrey: Heritage House, 1999.
Verrinder Avenue						0		
Victor Street						0		
View Street						0		
Villance Street						0		
Vimy Place						0		
Vining Street						0		
Violet Lane						0		
Vista Heights						0		
Waddington Alley						0		
Walker Street						0		
Walnut Street						0		
Wark Street	5	5	24			1	After John Wark (Later Work) as the Chief Factor of the HBC and head of one of the original founding families in Victoria. He was the largest private land owner on the Island. Starting with 700 acres and growing to 1300, his property reached from Gorge to Cook Street and from Finlayson to Kings. Work chronicled his journies as a fur-trader in the Pacific Northwest and remain as the one of the earliest first-accounts of the areas.	Humphreys, Danda. On the Street Where You Live: Pioneer Pathways of Early Victoria. Surrey: Heritage House, 1999. & https://en.wikipedia.org/wiki/John_Work_(fur_trader)
Warren Gardens						0		
Washington Avenue						0		
Waterfront Crescent						0		
Wellington Avenue						0		
Wesley Place						0		
Westall Avenue						0		
Westbourne Place						0		
Wharf Street						0		
Wildwood Avenue	2	1				1	Some street names in the neighbourhood were chosen to evoke an impression of an established urban neighbourhood.  Wildwood is one of these.	https://victoriaheritagefoundation.ca/Neighbourhoods/gonzaleshistory.html
William Street						0		
Wilmer Street						0		
Wilson Street						0		
Wilspencer Place	2	5	1			1	Named after John Williams "Mr. Will" Spencer, born in the city in 1876. Mr. Will graduated from Victoria High School and went on to help expand his father's department store business. During the war, Mr. Spencer organized Victory Loans campaigns on Vancouver Island. Furthermore, Mr. Spencer was directer of the Victoria Daily Times, the BC Power Corporation, Excelsior Life Insurance and Royal Trust Companh. He was a member of the BC Senate and a governor on the board of University School.	
Windermere Place						0		
Woodstock Avenue						0		
Yates Street	3	5				1	The first "main" street in Victoria, Yates Street was named after James Yates, who arrived at Fort Victoria aboard the Harpooner as part of a group of the first settlers to established a colony here in1849. James was a naval carpenter, proprietor, landowner and a member of the first Legislative Assembly of Vancouver Island. In 1851 Yates secured the colony's first retail liquor licence and his business thrived.	https://www.saanichnews.com/news/saanich-history-harpooner-brought-settlers-to-island/
Yew Street						0		
Young Street	1	5	25			1	Named after William A.G. Young, secretary to the North American Boundary Commission who came to Vancouver Island in 1857. He was later appointed to the position of Colonial Secretary. The Young family became well-known and popular during their time in Victoria and upon leaving for England were given a banquet and torch-lit procession through the streets. He was later knighted and became Governor of British Columbia.	
Yukon Street						0		
